
11368,,,43-14,,,,,111TH,,,,ST,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,,

11368,,,43-16,,,,,111TH,,,,ST,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,,

11368,,,45-04,,,,,111TH,,,,ST,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2001,,,,38,,

11368,,,45-10,,,,,111TH,,,,ST,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2001,,,,41,,

11368,,,45-12,,,,,111TH,,,,ST,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2001,,,,43,,

11368,,,50-18,,,,,111TH,,,,ST,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,2006,,,,48,,

11368,,,54-14,,,,,111TH,,,,ST,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2010,,,,33,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page83of 172,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,BLOCK,,,,LOT,,

11368,,,55-12 TO 55-14,,,,,111TH,,,,ST,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2011,,,,21,,

11368,,,33-30,,,,,112TH,,,,ST,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1726,,,,26,,

11368,,,33-32,,,,,112TH,,,,ST,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1726,,,,27,,

11368,,,39-09,,,,,112TH,,,,ST,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1786,,,,1,,

11368,,,34-12,,,,,113TH,,,,ST,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1756,,,,5,,

11368,,,38-14,,,,,114TH,,,,ST,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1785,,,,26,,

11368,,,39-06,,,,,114TH,,,,ST,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1786,,,,17,,

11368,,,104-16,,,,,34TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1744,,,,17,,

11368,,,106-01,,,,,34TH,,,,AVE,,,,33-49,,,,106TH,,,,ST,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1721,,,,39,,

11368,,,106-08 TO 106-38,,,,,34TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,,,,

11368,,,108-06,,,,,34TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,EVICT COOP/CONDO,,,,,,,,,,,,,

11368,,,108-08,,,,,34TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1750,,,,6,,

11368,,,109-12,,,,,34TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1753,,,,6,,

11368,,,109-18,,,,,34TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1753,,,,7501,,

11368,,,98-15,,,,,34TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1713,,,,36,,

11368,,,102-16,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1743,,,,6,,

11368,,,104-15,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1744,,,,28,,

11368,,,104-16,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,1746,,,,9,,

11368,,,104-18,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1746,,,,10,,

11368,,,104-21,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1744,,,,25,,

11368,,,104-22,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1746,,,,12,,

11368,,,108-02,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1751,,,,47,,

11368,,,108-04,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1751,,,,48,,

11368,,,108-06,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1751,,,,49,,

11368,,,108-08,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1751,,,,50,,

11368,,,108-16,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1751,,,,5,,

11368,,,108-18,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1751,,,,6,,

11368,,,97-12,,,,,35TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1738,,,,5,,

11368,,,108-05,,,,,36TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1751,,,,33,,

11368,,,100-02,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,1,,

11368,,,100-04,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,2,,

11368,,,100-06,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,3,,

11368,,,100-10,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,4,,

11368,,,100-12,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,5,,

11368,,,100-14,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,6,,

11368,,,100-16,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,7,,

11368,,,100-18,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,8,,

11368,,,100-20,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1766,,,,9,,

11368,,,100-22,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1766,,,,10,,

11368,,,101-06,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1767,,,,2,,

11368,,,101-10,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1767,,,,4,,

11368,,,101-12,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1767,,,,5,,

11368,,,101-16,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1767,,,,7,,

11368,,,101-17,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,1742,,,,27,,

11368,,,101-18,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1767,,,,8,,

11368,,,101-19,,,,,37TH,,,,AVE,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,1742,,,,25,,

11368,,,104-17,,,,,37TH,,,,DR,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,1772,,,,37,,

11368,,,104-19,,,,,37TH,,,,DR,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1772,,,,36,,

11368,,,104-27,,,,,37TH,,,,RD,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1771,,,,32,,

11368,,,104-29,,,,,37TH,,,,RD,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1771,,,,31,,

11368,,,104-31,,,,,37TH,,,,RD,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1771,,,,30,,

11368,,,104-33,,,,,37TH,,,,RD,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1771,,,,128,,

11368,,,104-35,,,,,37TH,,,,RD,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1771,,,,28,,

11368,,,104-37,,,,,37TH,,,,RD,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1771,,,,27,,

11368,,,104-40,,,,,37TH,,,,DR,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1774,,,,12,,

11368,,,104-42,,,,,37TH,,,,DR,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1774,,,,112,,

11368,,,104-44,,,,,37TH,,,,DR,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1774,,,,13,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page84of 172,,,
,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,,BLOCK,,,,LOT,,

11368,,,104-46,,,,37TH,,,,DR,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1774,,,,113,,

11368,,,106-11,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1748,,,,50,,

11368,,,106-13,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1748,,,,48,,

11368,,,106-15,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1748,,,,47,,

11368,,,107-12,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1773,,,,5,,

11368,,,107-18,,,,37TH,,,,DR,,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1774,,,,30,,

11368,,,107-19,,,,37TH,,,,DR,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1773,,,,22,,

11368,,,107-21,,,,37TH,,,,DR,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1773,,,,20,,

11368,,,107-22,,,,37TH,,,,DR,,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1774,,,,131,,

11368,,,108-03,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1752,,,,46,,

11368,,,108-16,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (16),,,1777,,,,10,,

11368,,,108-22,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1777,,,,12,,

11368,,,108-24,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1777,,,,11,,

11368,,,108-28,,,,37TH,,,,DR,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,1778,,,,9,,

11368,,,108-30,,,,37TH,,,,DR,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,1778,,,,10,,

11368,,,108-45,,,,37TH,,,,DR,,,,108-46,,,,37TH,,,,AVE,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1777,,,,22,,

11368,,,109-15,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1753,,,,63,,

11368,,,111-15,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1755,,,,61,,

11368,,,111-17,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1755,,,,60,,

11368,,,111-19,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1755,,,,59,,

11368,,,111-23,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1755,,,,57,,

11368,,,96-04 TO 96-10,,,,37TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1759,,,,1,,

11368,,,104-20,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1775,,,,5,,

11368,,,104-36,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1775,,,,12,,

11368,,,104-38,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1775,,,,13,,

11368,,,104-46,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1775,,,,19,,

11368,,,104-48,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1775,,,,119,,

11368,,,104-50,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1775,,,,120,,

11368,,,104-52,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1775,,,,21,,

11368,,,104-54,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1775,,,,22,,

11368,,,104-73,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1774,,,,141,,

11368,,,104-75,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1774,,,,41,,

11368,,,104-76,,,,38TH,,,,AVE,,,,38-02,,,,108TH,,,,ST,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1775,,,,33,,

11368,,,104-77,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,421-A (1-15),,,1774,,,,140,,

11368,,,104-79,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,421-A (1-15),,,1774,,,,40,,

11368,,,108-20,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1779,,,,4,,

11368,,,108-22,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1779,,,,104,,

11368,,,108-28,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1779,,,,6,,

11368,,,111-02,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1783,,,,110,,

11368,,,111-03,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1781,,,,1,,

11368,,,111-04,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1783,,,,111,,

11368,,,111-06,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1783,,,,112,,

11368,,,111-07,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1781,,,,37,,

11368,,,111-08,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1783,,,,113,,

11368,,,111-12,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1783,,,,12,,

11368,,,111-13,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1781,,,,36,,

11368,,,112-20,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1785,,,,8,,

11368,,,112-35,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (1-15),,,1782,,,,137,,

11368,,,112-39,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1782,,,,36,,

11368,,,97-06 TO 97-08,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1763,,,,3,,

11368,,,97-17,,,,38TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1760,,,,31,,

11368,,,101-01,,,,39TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1767,,,,59,,

11368,,,101-05,,,,39TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1767,,,,57,,

11368,,,101-07,,,,39TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1767,,,,56,,

11368,,,101-09,,,,39TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1767,,,,54,,

11368,,,101-14,,,,39TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,1770,,,,20,,

11368,,,101-16,,,,39TH,,,,AVE,,,,,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,1770,,,,21,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page85of 172,,,
,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,STSUFX1,,,,BLDGNO2,,,STREET2,,,STSUFX2,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,BLOCK,,,,LOT,,

11368,,,101-18,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1770,,,,222,,

11368,,,101-20,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1770,,,,122,,

11368,,,101-22,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1770,,,,123,,

11368,,,101-24,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1770,,,,124,,

11368,,,103-18,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,1770,,,,81,,

11368,,,104-20,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1776,,,,4,,

11368,,,104-30,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1776,,,,8,,

11368,,,104-36,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1776,,,,11,,

11368,,,104-38,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1776,,,,12,,

11368,,,104-51,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1775,,,,55,,

11368,,,104-63,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1775,,,,48,,

11368,,,108-06,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1780,,,,95,,

11368,,,108-50,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1780,,,,20,,

11368,,,108-52,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1780,,,,22,,

11368,,,111-01,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1783,,,,1,,

11368,,,112-11,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1785,,,,46,,

11368,,,112-12,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1786,,,,6,,

11368,,,112-21,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1785,,,,41,,

11368,,,112-32,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1786,,,,113,,

11368,,,112-34,,,,,39TH,,,,AVE,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1786,,,,15,,

11368,,,100-06,,,,,40TH,,,,RD,,,,,,,,,,,,63,,,FLUSHING,,,,,MULTIPLE DWELLINGA,,,,,,,,,,1610,,,,46,,

11368,,,100-11,,,,,40TH,,,,RD,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGB,,,,,,,,,,1609,,,,38,,

11368,,,100-18,,,,,40TH,,,,RD,,,,,,,,,,,,63,,,CORONA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,1610,,,,50,,

