
10458,,,2980,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3303,,,,12,,

10458,,,3000,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,3307,,,,1,,

10458,,,3001,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3307,,,,53,,

10458,,,3010,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3307,,,,7,,

10458,,,3013,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3307,,,,84,,

10458,,,3020,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,3308,,,,104,,

10458,,,3030,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,3308,,,,45,,

10458,,,3044,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3309,,,,100,,

10458,,,3055,,,,VALENTINE,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,3309,,,,23,,

10458,,,150,,,,VANCORTLANDT,,,,,,,,AVE E,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3313,,,,7501,,

10458,,,2330,,,,WASHINGTON,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3053,,,,72,,

10458,,,2334,,,,WASHINGTON,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3053,,,,74,,

10458,,,2296 TO 2306,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,3031,,,,1,,

10458,,,2331 TO 2345,,,,WEBSTER,,,,,,,,AVE,,,,,385,,,,E 184TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3024,,,,80,,

10458,,,2334,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,17,,

10458,,,2338,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,3031,,,,19,,

10458,,,2340 TO 2350,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,21,,

10458,,,2358,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,27,,

10458,,,2362,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,29,,

10458,,,2372,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,33,,

10458,,,2374,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,34,,

10458,,,2378,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,36,,

10458,,,2380,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,37,,

10458,,,2382,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3031,,,,38,,

10458,,,2384,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,3031,,,,39,,

10458,,,2406,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3032,,,,2,,

10458,,,2416,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3032,,,,5,,

10458,,,2422,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3032,,,,7,,

10458,,,2427,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3025,,,,13,,

10458,,,2563,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3275,,,,108,,

10458,,,2733 TO 2735,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3278,,,,38,,

10458,,,2985,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,3280,,,,48,,

10458,,,2987,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,3280,,,,45,,

10458,,,2997 TO 2999,,,,WEBSTER,,,,,,,,AVE,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,3280,,,,39,,

10459,,,945,,,,ALDUS,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2743,,,,1,,

10459,,,950,,,,ALDUS,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,J-51,,,2742,,,,41,,

10459,,,952,,,,ALDUS,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,2742,,,,43,,

10459,,,953 TO 957,,,,ALDUS,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2743,,,,55,,

10459,,,973,,,,ALDUS,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2749,,,,63,,

10459,,,922,,,,BARRETTO,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2723,,,,68,,

10459,,,934,,,,BARRETTO,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,J-51,,,2723,,,,25,,

10459,,,818,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,5,,

10459,,,822,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,6,,

10459,,,826,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,7,,

10459,,,830,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,8,,

10459,,,834,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,9,,

10459,,,842,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,11,,

10459,,,846,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,13,,

10459,,,850,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,14,,

10459,,,854,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,17,,

10459,,,858,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,2709,,,,18,,

10459,,,862,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,22,,

10459,,,866,,,,BECK,,,,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2709,,,,24,,

10459,,,857,,,,BRUCKNER,,,,,,,,BLVD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,,,2732,,,,51,,

10459,,,861,,,,BRUCKNER,,,,,,,,BLVD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,2732,,,,49,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page62of 130,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,STSUFX1,,,,BLDGNO2,,,,,STREET2,,,,,STSUFX2,,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,BLOCK,,,,LOT,,

10459,,,863,,,,BRUCKNER,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,2732,,,,48,,

10459,,,929,,,,BRUCKNER,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,2733,,,,22,,

10459,,,943,,,,BRUCKNER,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,2735,,,,46,,

10459,,,945,,,,BRUCKNER,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2735,,,,45,,

10459,,,947,,,,BRUCKNER,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,,2735,,,,44,,

10459,,,951,,,,BRUCKNER,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2735,,,,42,,

10459,,,985,,,,BRUCKNER,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2735,,,,28,,

10459,,,1085,,,,BRYANT,,,,AVE,,,,1206 TO 1218,,,,,WESTCHESTER,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2750,,,,22,,

10459,,,1146,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2754,,,,69,,

10459,,,1148,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2754,,,,70,,

10459,,,1160,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2753,,,,26,,

10459,,,1409,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,2994,,,,45,,

10459,,,1415,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2994,,,,42,,

10459,,,1434 TO 1436,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2999,,,,16,,

10459,,,1435,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2994,,,,32,,

10459,,,1438,,,,BRYANT,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2999,,,,18,,

10459,,,1306,,,,CHISHOLM,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,2972,,,,62,,

10459,,,1323,,,,CHISHOLM,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,2971,,,,36,,

10459,,,889 TO 903,,,,DAWSON,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2697,,,,1,,

10459,,,915,,,,DAWSON,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,2697,,,,22,,

10459,,,824,,,,E 161ST,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2677,,,,14,,

10459,,,834,,,,E 161ST,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2677,,,,19,,

10459,,,860,,,,E 161ST,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2689,,,,9,,

10459,,,851,,,,E 162ND,,,,ST,,,,920,,,,,PROSPECT,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,2690,,,,63,,

10459,,,870,,,,E 162ND,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,2690,,,,27,,

10459,,,881,,,,E 162ND,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2690,,,,81,,

10459,,,830,,,,E 163RD,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2677,,,,70,,

10459,,,851,,,,E 163RD,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2690,,,,100,,

10459,,,852,,,,E 163RD,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2690,,,,73,,

10459,,,861,,,,E 163RD,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2690,,,,173,,

10459,,,999,,,,E 163RD,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,,2724,,,,1,,

10459,,,1010 TO 1032,,,,E 163RD,,,,ST,,,,934 TO 938,,,,,SIMPSON,,,,,ST,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2723,,,,40,,

10459,,,850,,,,E 164TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2690,,,,119,,

10459,,,810,,,,E 165TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,2678,,,,27,,

10459,,,866,,,,E 165TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2690,,,,134,,

10459,,,911,,,,E 165TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2700,,,,1,,

10459,,,1115,,,,E 165TH,,,,ST,,,,1071,,,,,BRYANT,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,421-A (1-15),,,2750,,,,30,,

10459,,,1142,,,,E 165TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,2756,,,,80,,

10459,,,1151,,,,E 165TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2757,,,,51,,

10459,,,1155,,,,E 165TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2757,,,,50,,

10459,,,818,,,,E 166TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,2679,,,,21,,

10459,,,855,,,,E 167TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,2692,,,,79,,

10459,,,865,,,,E 167TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2692,,,,74,,

10459,,,900,,,,E 167TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2716,,,,34,,

10459,,,991,,,,E 167TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2752,,,,5,,

10459,,,995,,,,E 167TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2752,,,,5,,

10459,,,1001,,,,E 167TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2754,,,,1,,

10459,,,851,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2970,,,,10,,

10459,,,859,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2970,,,,5,,

10459,,,861,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2970,,,,4,,

10459,,,863,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2970,,,,3,,

10459,,,865,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2970,,,,2,,

10459,,,888,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,2694,,,,52,,

10459,,,899,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2973,,,,41,,

10459,,,914 TO 916,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2718,,,,35,,

10459,,,922,,,,E 169TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,2718,,,,17,,

10459,,,797,,,,E 170TH,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,2963,,,,47,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page63of 130,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,,STSUFX2,,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,,BLOCK,,,,LOT,,

10459,,,798,,,,E 170TH,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2963,,,,12,,

10459,,,825,,,,E 170TH,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2964,,,,29,,

10459,,,1033,,,,FAILE,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,,,,2749,,,,45,,

10459,,,1038,,,,FAILE,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,,,,2748,,,,19,,

10459,,,800,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,ARTICLE 11,,,,2721,,,,1,,

10459,,,830,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2721,,,,10,,

10459,,,835,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,2709,,,,37,,

10459,,,839,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,2709,,,,36,,

10459,,,855,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,2709,,,,32,,

10459,,,930,,,,FOX,,,,,ST,,,,1000,,,,E 163RD,,,,,ST,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,,,2723,,,,6,,

10459,,,931,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLES 14 & 15,,,,,,,,,2712,,,,28,,

10459,,,940,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,,,2724,,,,1,,

10459,,,1000,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2724,,,,220,,

10459,,,1015,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,,,2717,,,,63,,

10459,,,1018,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2726,,,,76,,

10459,,,1070,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,,,,2726,,,,22,,

10459,,,1072,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,,,,2726,,,,23,,

10459,,,1159,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2974,,,,22,,

10459,,,1171,,,,FOX,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2974,,,,113,,

10459,,,870,,,,FREEMAN,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2973,,,,61,,

10459,,,918 TO 920,,,,FREEMAN,,,,,ST,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2975,,,,22,,

10459,,,1029,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2691,,,,112,,

10459,,,1035,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,,2691,,,,109,,

10459,,,1075,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2691,,,,92,,

10459,,,1079,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2691,,,,89,,

10459,,,1080,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,,2700,,,,37,,

10459,,,1041A,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2691,,,,207,,

10459,,,1041B,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2691,,,,207,,

10459,,,1041C,,,,HALL,,,,,PL,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2691,,,,205,,

